Emp34Id,EmpLastName,EmpFirstName,EmpProcessLevelDesc,EmpLegCoid,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrName,MgrTitle,Mgr34Id,EmpAnnivDate,EmpPositionIsSuper,EmpRNExperienceDate,Availability
26e93832-ff5c-478a-926d-7bc7d7cac19c,Waters,Keelin,Centennial Medical Center,34222,Centennial Medical Center,Nashville,TN,37203,64511,PICU,Mgr Pediatric ICU,"Gagandeep, Balistreri",Dir Pediatrics,05e01bda-cd62-4ba0-8b02-c717d2cbea1d,2021-08-02,True,2011-07-19,Unavailable
ea52cb28-4576-4ea6-9c51-ed6e3666adf6,Roberts,Larrance,HCA Houston Med Ctr,26925,HCA Houston Med Ctr,Houston,TX,77004,75477,Respiratory Therapy,Dir Respiratory Therapy,,CEO,,2021-05-24,True,,Deployed
ea52cb28-4576-4ea6-9c51-ed6e3666adf6,Orn,Brun,HCA Houston Med Ctr,26925,HCA Houston Med Ctr,Houston,TX,77004,75477,Respiratory Therapy,Dir Respiratory Therapy,,CEO,,2021-05-24,True,,Available
ac1ae61f-de2a-4fa4-98b4-066712973b21,Rohan,Garrhett,HCA Florida Largo Hospital,30936,HCA Florida Largo Hospital,Largo,FL,33770,78350,Clearwater FSED,Mgr Emergency Svcs FSED,"Vidhyasharmila, Kling",Dir Emergency Svcs,9e8d8b6f-e8db-4fc6-9ffc-22b69fcec2ce,2023-04-24,True,,Available
5e49499b-0723-477a-bcc4-500f132497e0,Boehm,Jeramie,Meadows Health,27930,Memorial Health Meadows Hospit,Vidalia,GA,30474,83010,Plant Operations,Dir Facilities Mgmt,"Melvalyn, Emard",VP Operations,0e526216-a989-4de1-80e6-cc8eb04cd020,2010-07-12,True,,Available
545afc4c-4e0b-4aac-a545-5ef8d6f531b8,Orn,Antyon,HCA Houston Mainland,37333,HCA Houston Mainland,Texas City,TX,77591,69361,Rehab Unit,Mgr Rehab Unit,,Dir Rehab Unit,,2021-11-08,True,1987-10-01,Available
371dd7cc-dc08-4082-82ab-f62c0f8230c0,Blanda,Daniele,Mission Hospital,27610,Mission Hospital,Ashville,NC,28801,79712,79712 ADVANCED CARDIAC CARE CL,Mgr Nursing Unit,"Arbresha, Prosacco",Dir Non Invasive CV Svcs,1d990558-5036-4ce5-9c84-1242dbe5978b,2007-09-15,True,,On Call
7877f5a2-25e6-4f9c-9a43-420c3efaa5db,O'Kon,Nevan,Gulf Coast Supply Chain,8750,Rio Grande Regional Hospital,Sugar Land,TX,77478,70806,OR Rio Grande,Mgr OR Material,"Ne'quon, MacGyver",Dir SC Ops D,0fc89013-fbb9-452b-9cf2-6255b94c5169,2018-08-29,True,,Available
2c7630de-4832-44cb-96ae-a92c986989cc,Morissette,Luvia,Belton Regional Medical Center,9728,Belton Regional Medical Center,Kansas City,MO,64012,83028,Plant Operations,Dir Facilities Mgmt,"Da'montez, Labadie",COO,215e25a6-4609-4f12-a593-70e6738af0f2,2018-06-04,True,,Available
3bf0fe7a-3dd5-4dfc-8a23-e57196b5b53d,Paucek,Gopabandhu,Oviedo Medical Center,26750,Oviedo Medical Center,Oviedo,FL,32765,78301,FSED Maitland,Mgr Emergency Services,"Tenel, Macejkovic",Dir Emergency Svcs,5e924d93-56c3-4413-94dc-3bd2cadd8090,2018-04-02,True,2011-03-01,On Call
2b6d0cdd-5c5f-4e5c-94c0-830d3b4c3ca6,Zemlak,Baby-dionne,Memorial Health UMC Savannah,26960,Memorial Health UMC Savannah,Savannah,GA,31404,70510,CHoS Operating Room,Mgr Surgery Pediatrics,"Beaulah, Conroy",Dir Surgery,8aa1f16b-00a1-44f7-a849-3448afa6e95a,2018-02-01,True,2014-07-01,Available
b4e783a1-9de8-4e70-960c-acfaa4ad8753,Sanford,Calberth,Henrico Doctors Hospital,34634,Henrico Doctors Hosp Parham,Richmond,VA,23229,96043,Behavioral Health Admin,Mgr Behavioral Health Outpt,,Dir Behavioral Health,,2017-06-05,True,,Available
7370d6a4-62d7-4f5c-867e-c0555da1b27f,Huels,Nasli,Medical City Dallas,34325,Medical City Dallas,Dallas,TX,75230,88209,Med City Childrens Admin,Admin Dir Womens/Children Svcs,"Beverlyn, Lemke",CNO,f2bedd1a-9345-4667-87cf-6f6a7d51843f,2016-10-31,True,2007-01-01,Available
5970cff7-8feb-436b-b178-30d69e61ff36,Von,Chukwunonso,Gulf Coast Supply Chain,8750,HCA Houston Northwest,Sugar Land,TX,77478,68006,Northwest Pharm Management,Mgr Pharm Ops,"Bg-kacey, Schiller",Dir Pharm E,78f1ff77-1d14-4e61-aadd-af306cf4cf82,2016-07-25,True,,Available
c4c6f661-75e0-4d97-815c-3beb86a55be2,Hermiston,Steffan,Grand Strand Medical Center,34003,Grand Strand Medical Center,Myrtle Beach,SC,29572,70122,OR,Mgr Surgical Svcs,"Michae, Reynolds",Dir Surgical Svcs,a2f2e145-e348-411a-b6f9-cd3ea85ab7d1,2023-01-16,True,,Deployed
9dafb2c1-e431-4c85-9358-b4165928dca3,Schmidt,Jarvaron,South Austin Medical Center,34320,South Austin Medical Center,Austin,TX,78704,62277,3 South,Mgr Med/Surg,"Philliyas, Hoeger",Dir Med/Surg,4d1fb97c-138a-42a5-b38b-a1401cdbf092,2016-07-11,True,2019-07-01,Available
8e46888c-0fe5-4288-a913-ab5e889bbe12,Olson,Sarita,Henrico Doctors Hospital,34634,Henrico Doctors Hospital,Richmond,VA,23229,63213,3S Oncology,Dir Oncology,"Chrystle, Jaskolski",Asst CNO,2bc803c7-3387-47a9-ac0b-4ad377f78f77,2015-04-20,True,2018-02-12,On Call
f74525f1-4140-4f51-90b0-e5722f335973,Volkman,Leirma,Eastern Idaho RMC,31202,Eastern Idaho RMC,Idaho Falls,ID,83404,81015,Housekeeping,Dir Environmental Svcs,"Andel, Wilkinson",CEO,87a40cfa-4dbf-4384-9c3f-13019cfee8c6,2014-04-14,True,,On Call
5ddd7883-b647-415f-8c66-8917de19505b,Gutmann,Britnee,Richmond SSC,8648,CJW Medical Center,Richmond,VA,23225,83607,Pre Reg,Mgr PTAC Ctr Unit WFH,"Keitherria, Swaniawski",Asst Dir,2dd361fd-0bdb-472a-abf0-b2cd023102a9,2017-11-20,True,,Available
9632383e-9a3d-42be-af77-f78ebc0e1e04,Breitenberg,Mercidith,HCA Florida Mercy Hospital,26110,HCA Florida Mercy Hospital,Miami,FL,33133,76212,Phys Ther,Dir Rehab Svcs,"Milad, Bednar",COO,bf22879d-2cea-4537-b471-fb04cd3e83e1,1989-11-06,True,,On Call
d62514ed-945b-4f29-a607-cbf8ca755a0d,Farrell,Burti,Med City Fort Worth,34318,Med City Fort Worth,Ft. Worth,TX,76104,74603,Cath Lab,Mgr Cardiac Cath Lab,"Dairamys, Brown",Dir Cardiac Cath Lab,2840f79b-907f-42e2-a62e-78790047cb60,2019-01-21,True,2005-01-01,Available
3c0b55bc-6426-4527-bd32-136abfd568af,Buckridge,Verdon,Lawson IT&S,14203,Work from Home Location Code,Nashville,TN,37202,68450,Care Mgmt Apps,Dir Navigation Products,"Lenea, Kuphal",Sr Dir App Svcs WFH,b202dbf8-153d-47a4-b57e-5c59e5eb0f78,2011-12-09,True,,Available
5ab54de5-7319-4e20-87b8-f919b7811577,Dibbert,Saixiang,Northcrest Medical Center,27990,Northcrest Medical Center,Springfield,TN,37172,90259,Accounting,Controller,"Liccy, Stanton",CFO,81595f60-16ce-45a2-9937-d173d1b19088,2009-11-16,True,,Unavailable
04b9fbe1-290f-439e-8314-0d81d36e9c19,Roob,Ula,Methodist Hospital Westover Hi,26740,Methodist Hospital Westover Hi,San Antonio,TX,78251,83084,FAC MGMT,Dir Facilities Mgmt,"Bronwyn, Hayes",CFO,7cf5d443-f31b-4116-a15a-b543f177cccc,2009-01-12,True,,Unavailable
24025087-5a9e-46d2-af1b-a4f702f66866,Windler,Ayodeji,HCA Houston Conroe,38318,HCA Houston Conroe,Conroe,TX,77304,61562,Intermediate Care,Dir Critical Care IMCU,"Enerida, Hand",CNO,ae73d186-e361-437d-a1af-e11d53040eb1,2009-01-05,True,,Deployed
a427a69b-baf3-45bf-9507-f9244ad02f70,Dare,Neulito,Medical City Dallas,34325,Medical City Dallas,Dallas,TX,75230,90309,Finance,Controller,"Kaffeus, Fisher",CFO,9d5598b1-c314-4d5d-87dc-a371a3e9270f,2023-10-16,True,,Available
b0ba3394-9c38-4917-8810-3415389c1426,Waelchi,Renae,Centennial Medical Center,34222,Centennial Medical Center,Nashville,TN,37203,95800,Quality/Risk Management,Dir Infection Prevention,"Emerencian, Hane",VP Quality/Risk Mgmt,028fd0bb-5aee-4c52-8f18-e4176168ce8c,2022-12-19,True,,Available
db77c13e-4280-4b4a-8f7e-08795b24cf93,Harvey,Deah,HCA Florida Orange Park Hospit,30913,HCA Florida Orange Park Hospit,Orange Park,FL,32073,80016,Food & Nutritional Services,Mgr Clinical Dietitians,"Dequandra, Mante",Dir Food & Nutrition Svcs,77bc6468-230d-41ed-adfe-0b056e351c8a,2022-08-29,True,,On Call
d122c8ee-f3d1-46cc-81ab-f15136c0b44d,Yost,Rasheida,HCA Florida Poinciana Hospital,26450,HCA Florida Poinciana Hospital,Kissimmee,FL,34758,70112,Operating Room,Dir Surgical Svcs,"Juneau, DuBuque",CNO,8ab3e86b-0c7e-4b4a-bf89-bdd7858a49fe,2022-03-28,True,,Available
92b2acc3-58fa-4c17-ab60-eac2637d9d4f,Spinka,Fouzia,HCA Florida North Florida Hosp,30916,HCA Florida North Florida Hosp,Gainesville,FL,32605,85801,Infection Control,Dir Infection Prevention,"Holy, Denesik",VP Quality/Safety,d8f2802c-dc06-4623-ae25-10142a52b448,2020-03-09,True,,Available
92b2acc3-58fa-4c17-ab60-eac2637d9d4f,Windler,Anab,HCA Florida North Florida Hosp,30916,HCA Florida North Florida Hosp,Gainesville,FL,32605,85801,Infection Control,Dir Infection Prevention,"Holy, Denesik",VP Quality/Safety,d8f2802c-dc06-4623-ae25-10142a52b448,2020-03-09,True,,Available
77eaca9c-3038-4a0f-a30d-31af32d06074,Turner,Adanli,Menorah Medical Center,9723,Menorah Medical Center,Overland Park,KS,66209,65023,ICU,Mgr Critical Care,"Tinslee, Cremin",Dir Clinical Operations,f280d58c-4648-47aa-89b5-b5e3ebbebd48,2018-10-22,True,2016-06-18,Available
c8a79cfb-3c24-41e3-8b83-0fc6fc6c4d01,Bernhard,Buddhi,Medical City Arlington,34309,Medical City Arlington,Arlington,TX,76015,60201,NRU,Mgr Clinical Operations,"Ketteline, Beer",Dir Clinical Operations,4a67ff36-3029-464d-bfa2-ec15c2badd4d,2020-02-17,True,2020-02-17,Unavailable
1a2751eb-48e9-4c94-add2-cd2108730dd6,Brakus,Ajwa,Northeast Methodist Hospital,34385,Northeast Methodist Hospital,Live Oak,TX,78233,75725,Sterile Processing,Supv Central Sterile II,"Kyora, Cruickshank",Mgr Central Sterile,97a11ae2-064c-4417-a6d6-f12c667169da,2016-08-22,True,,Available
5c7d72a4-37f8-44b9-8ef9-7a9bd44fd1cd,Collier,Vern,MountainView Hospital,32819,MountainView Hospital,Las Vegas,NV,89128,61822,4 Center,Dir Med/Surg,"Alli, Dickens",Asst CNO,60d4caaf-092a-47b2-840f-17a6c41608e8,2020-09-28,True,2001-09-23,On Call
a890674c-7f80-40c6-8628-97a41505e721,Kreiger,Watkins,Rose Medical Center,27300,Rose Medical Center,Denver,CO,80220,89721,System Support,VP Business Development,"Bg-brenna, Cassin",CEO,894402e7-e323-4122-8c73-ba7fa8ca6cdd,2014-02-16,True,,Available
11c14f07-1788-45e4-a8bd-ff2a0308a3a3,Kerluke,Fabricio,Richmond SSC,8648,Wesley Medical Center,Richmond,VA,23225,90100,Pt Access Directors,Dir Pt Access G,"Yadir, Herzog",Reg Dir Pt Access,435b9275-17bc-4138-9616-276e46e39f5d,2011-06-20,True,,On Call
9b0c232c-f7f0-4053-a755-f140bfe5fc26,Frami,Julio,StoneSprings Hospital Center,26630,StoneSprings Hospital Center,Dulles,VA,20166,70109,Surgery,Dir Surgical Svcs,,,,2024-08-19,True,,On Call
9b0c232c-f7f0-4053-a755-f140bfe5fc26,Hudson,Hylind,StoneSprings Hospital Center,26630,StoneSprings Hospital Center,Dulles,VA,20166,70109,Surgery,Dir Surgical Svcs,,,,2024-08-19,True,,Available
627448c7-8f1f-48fb-a41d-fe3fd684f92c,Koss,Alattin,Los Robles Reg Med Ctr,30555,Los Robles Reg Med Ctr,Thousand Oaks,CA,91360,81028,Enviromental Services,Mgr Environmental Svcs,"Carolotta, Will",Dir Support Svcs,db465a37-83d2-4a45-a3b9-1648e60d92ff,2010-06-13,True,,Unavailable
5d1876c6-2713-43db-a1b2-93279b9dbece,Kihn,Teralynn,Fairview Park Hospital,31054,Fairview Park Hospital,Dublin,GA,31021,92716,Risk Mgt QI,Dir Infection Prevention,"Ethell, Padberg",VP Quality,21da7e4c-95b2-4e78-a07d-5000593fbb6f,2009-09-14,True,,Deployed
179a40f2-cf40-49a3-87d6-9bd16717da8c,Tromp,Lizadelle,Sky Ridge Medical Center,27150,Sky Ridge Medical Center,Lone Tree,CO,80124,73115,Infusion Therapy,Mgr Infusion,"Naderia, Champlin",Dir Med/Surg,10763ca7-ab24-41c4-893f-2f4a6d41df1e,2008-09-23,True,,Unavailable
83fdca6c-fdad-46da-a091-9e4939d02c86,Swift,Raseeda,Medical City Dallas,34325,Medical City Dallas,Dallas,TX,75230,61909,Orthopedics,Mgr Orthopedics,"Tyris, Harber",Dir Telemetry,e43a615a-6670-47d9-8a01-29be5cf48af0,2006-06-26,True,2006-06-26,Deployed
83d81544-b9a8-429d-bc4d-e8ecbac57ba0,Dicki,Lequeriof,HCA Florida Oak Hill Hospital,30997,HCA Florida Oak Hill Hospital,Brooksville,FL,34613,75431,Resp Therapy,Dir Respiratory Therapy,"Bb  esparanza, Eichmann",VP Operations,37536c7f-9db0-4e81-99af-cacbac9638d5,2021-11-15,True,,On Call
f6dadfd4-24ff-4128-9234-dc6cdd749748,King,Levordy,South Atlantic Clinical Edu,27513,Fairview Park Hospital,Jacksonville,FL,32256,90132,Operations,Mkt Dir Clinical Prof Dev 3,"Renicka, Gerlach",Div VP Clinical Education,ca9c91fe-516d-4fb9-8993-b873074e07f7,2016-10-24,True,,Unavailable
3f4c79d5-fe1d-42e7-94b1-6fd7f1db961e,Nader,Jacarion,Northeast Methodist Hospital,34385,Northeast Methodist Hospital,Live Oak,TX,78233,80025,Food & Nutrition,Mgr Food & Nutrition Svcs,,Dir Food & Nutrition Svcs,,2002-02-21,True,,Available
176f15f6-ae5b-4516-8003-40229ca683d2,Purdy,Darvens,North Suburban Medical Center,27450,North Suburban Medical Center,Thornton,CO,80229,74629,Cardiac Cath,Dir Cardiovascular Svcs,"Talaicia, Wuckert",COO,67a00fa7-d67e-4b82-a045-15849785b1ab,2004-06-07,True,,Available
30358271-2eb8-49b9-be9c-5653de6cf298,Anderson,Joao,Memorial Health UMC Savannah,26960,Memorial Health UMC Savannah,Savannah,GA,31404,83010,Plant Operation And Maintenanc,Mgr Engineering,"Bb-annemarie, Wunsch",Dir Facilities Mgmt,ac8cec5b-8386-40e2-8749-9b11e61f7c7c,2024-07-15,True,,Available
37a6afd6-2394-4cb8-9e8e-c98ef9270cb5,Denesik,Farid,Med City Fort Worth,34318,Med City Fort Worth,Ft. Worth,TX,76104,72803,Radiology,Dir Diagnostic Imaging,"Lynsey, Will",VP Operations,782854d6-e8a6-4a7b-b6a3-ffe046b1745a,2023-10-02,True,,Available
20f63821-d1ba-413c-9186-459eda1da01a,Hudson,Tameki,Lawson Group - Officers,9727,Research Medical Center,Kansas City,MO,64132,9727,Research Med Ctr,CMO Research Med Ctr,"Rogelo, Schumm",CEO Research Med Ctr,9a5f190d-082f-4d0a-b59c-1d770a2f7bc7,2023-08-01,True,,Available
02fa273a-7a9e-493e-bf00-9887271f2545,Kirlin,Raidel,HCA Houston Kingwood,39233,HCA Houston Kingwood,Kingwood,TX,77339,70460,Recovery Room PACU,Mgr Surgical Svcs,"Jeffrey+, McKenzie",Dir PACU,242829c7-ce3a-427a-9c41-cfc2cbc08601,2022-08-15,True,2013-11-11,Available
b06cdcbe-4cea-4cd2-9352-1b75f088400b,Rau,Bb-keshia,Richmond SSC,8648,HCA Florida Northside Hospital,Richmond,VA,23225,90000,Administration,Dir Staffing Efficiency WFH,"Romilio, Pouros",CFO,467c908c-3003-4083-99de-9196a7f101ce,2019-01-07,True,,Deployed
d516fc0a-519b-47d4-b87e-424ebb2e5a07,Ruecker,Ngui,HCA Houston N Cypress,26985,HCA Houston N Cypress,Cypress,TX,77429,77285,Sports Medicine,Mgr Rehab Svcs,"Lilianna, Carroll",Dir Rehab Svcs,094b3571-592a-4b0f-b5c2-446b8014a1d8,2013-09-03,True,,Available
d516fc0a-519b-47d4-b87e-424ebb2e5a07,Jones,Shantaye,HCA Houston N Cypress,26985,HCA Houston N Cypress,Cypress,TX,77429,77285,Sports Medicine,Mgr Rehab Svcs,"Lilianna, Carroll",Dir Rehab Svcs,094b3571-592a-4b0f-b5c2-446b8014a1d8,2013-09-03,True,,Available
bcd221ce-777f-4cf3-a6ce-965de69f2a04,Botsford,Oscar,Terre Haute Regional Hospital,31408,Terre Haute Regional Hospital,Terre Haute,IN,47802,76000,Emergency Department,Mgr Emergency Svcs,"Nagi, Heller",Dir Emergency and Women's Svcs,70534de6-9203-4c99-bf96-cd47f7e67cfa,2018-05-07,True,2019-06-30,On Call
69e36b9a-a9c0-4119-8c4d-af72e7518391,Koelpin,Sevara,Memorial Health UMC Savannah,26960,Memorial Health UMC Savannah,Savannah,GA,31404,62010,4 HV Cardiovascular,Mgr Med/Surg,"A'monie, Fisher",Asst CNO,ad0e0505-a637-45c2-b8d8-0a6ad0be40b2,2016-11-13,True,2015-01-04,Available
6863378f-5876-490d-9557-6040c1dc3b6f,Quigley,Haven,HCA Houston Northwest,26920,HCA Houston Northwest,Houston,TX,77090,70176,Surgery Unit,Admin Dir Surgical Svcs,"Masuda, Zieme",COO,5299ef2f-d606-4da2-9053-937309c88ae3,2000-06-26,True,,Deployed
6863378f-5876-490d-9557-6040c1dc3b6f,Koepp,Bb-sagun,HCA Houston Northwest,26920,HCA Houston Northwest,Houston,TX,77090,70176,Surgery Unit,Admin Dir Surgical Svcs,"Masuda, Zieme",COO,5299ef2f-d606-4da2-9053-937309c88ae3,2000-06-26,True,,Available
e7a8f387-7e70-4732-80b1-670f62f30e83,O'Kon,Martrel,Lawson IT&S,14203,Corporate Campus(5950 only),Nashville,TN,37202,70750,Product Experience,Mgr User Experience,"Joli, Romaguera",Dir UX & Product Design,2e6a47e6-09c6-469a-98a8-15774ffac374,2016-09-09,True,,Unavailable
09216be4-6044-4804-81ec-2c03dae17f2a,Steuber,Semhar,Rapides Regional Medical Centr,31840,Rapides Regional Medical Centr,Alexandria,LA,71301,78073,Emergency Services,Mgr Emergency Svcs,"Bg-leila, Heathcote",Dir Emergency Svcs,d3146f57-68cf-4601-9f85-ba188f5a667c,2016-01-11,True,2016-01-11,Deployed
ceaebf82-2d2a-46e1-9ca4-060b3ca97fc7,Beahan,Kortney,HCA Florida - Ocala Hospital,28000,HCA Florida - Ocala Hospital,Ocala,FL,34474,65037,ICU,Mgr Critical Care CCU,"Rawleigh, Wiegand",Dir Critical Care,d543f815-c68a-4318-9456-f56cfcbb303c,2020-08-03,True,2004-12-01,Available
dc775f06-cf85-400c-9122-8701599b88b4,Hammes,Daly,Lawson IT&S,14203,Corporate Campus(5950 only),Nashville,TN,37202,68450,Care Mgmt Apps,Mgr Data Solutions,"Auston, Schowalter",Dir Data Applications,7699af35-1155-4488-a36f-18e5a5f683a9,2024-04-15,True,,Available
0cdde7d8-ee2f-46ec-93ed-75825b2e2268,Fisher,Jhirmeciah,Sky Ridge Medical Center,27150,Sky Ridge Medical Center,Lone Tree,CO,80124,70115,Operating Room,Mgr Surgery,"Nanita, Berge",Dir Surgery,7d33b130-753b-45ea-b717-39516765bf32,2014-06-30,True,2014-12-07,Deployed
0fce63b4-b6a7-45f2-918a-784d7e37f442,Adams,Vibhaben,MidAmerica Supply Chain,9752,Lafayette Regional Health Cent,Shawnee,KS,66214,71811,Pharmacy,Dir Pharm A,"Carwyn, Braun",VP Pharm Svcs,a3c15455-124a-4837-bff8-c26c0c8d26e6,2021-07-01,True,,Deployed
df16adec-30ce-4496-8993-99baa164dfe9,Mohr,Lozano,HCA Florida Trinity Hospital,30941,HCA Florida Trinity Hospital,New Port Richey,FL,34656,78052,Emergency Department,VP Emergency Svcs,"Jaime, King",COO,4492e6de-4fb1-4fb7-a95c-29ae9c39741a,2011-09-27,True,,Deployed
b69eca8a-0032-4482-b664-6240a5cf8104,Jacobson,Merimil,Parkridge Medical Center,34224,Parkridge Medical Center,Chattanooga,TN,37404,76200,Cardiac Cath Lab,Practice Manager III,,Dir Physician Services I,,2010-06-03,True,,Deployed
f249e116-fd26-4670-b46e-76160ba92ed5,Senger,Jon,HCA Florida Northside Hospital,30950,HCA Florida Northside Hospital,St. Petersburg,FL,33709,72835,Radiology,Dir Diagnostic Imaging/Neuro,"Spanikca, Corkery",COO,264a2ffb-fed6-4a0b-88c4-36c6114875a3,2024-02-12,True,,Available
68e5d5a5-233e-4fa2-a0fe-8c30da70e54d,Christiansen,Deshaun,HCA Florida Fort Walton-Destin,30909,HCA Florida Fort Walton-Destin,Fort Walton Beach,FL,32547,61808,Surgical Care Unit,Mgr Med/Surg,"Taleb, Satterfield",Dir Med/Surg,eb2206d7-2f22-4281-8a9b-5a7eaef05d57,2011-11-21,True,2011-05-09,Available
68e5d5a5-233e-4fa2-a0fe-8c30da70e54d,Trantow,Daulton,HCA Florida Fort Walton-Destin,30909,HCA Florida Fort Walton-Destin,Fort Walton Beach,FL,32547,61808,Surgical Care Unit,Mgr Med/Surg,"Taleb, Satterfield",Dir Med/Surg,eb2206d7-2f22-4281-8a9b-5a7eaef05d57,2011-11-21,True,2011-05-09,Available
0116e245-b890-4577-8325-9e2900353251,Nicolas,Baby-joselyn,Corpus Christi Medical Center,8298,Corpus Christi Medical Center,Corpus Christi,TX,78412,85450,Hi Tech,Dir Adv Clinical Applications,"Stacye, Oberbrunner",CNO,f8172d2b-966d-4a9c-99b6-7dc0160948d4,2012-04-23,True,,Deployed
d787ed81-9e8f-4850-843b-0d4c1030014b,Huels,Audrey,Medical City Dallas,34325,Medical City Dallas,Dallas,TX,75230,63809,Neurovascular ICU,Mgr Critical Care NVICU,"Yaniry, Klocko",Dir Critical Care,7ffb119f-56db-4a47-8aad-2a4588525081,2011-04-11,True,2010-05-01,On Call
f24c274b-abd2-4238-b482-4868ddb759c7,Flatley,Dezare,Timpanogos Regional Medical Ct,34426,Timpanogos Regional Medical Ct,Orem,UT,84059,65018,ICU/CCU,Dir Critical Care,"Mazali, Bergnaum",CNO,b688b7ff-1eef-4e8f-a2ea-7f9df3dd465a,2023-02-13,True,,Available
fb123e32-71a8-42a2-a46b-608b127e719e,Hauck,Kasmin,Lawson IT&S,26249,1100 MLK (Capitol View),Nashville,TN,37203,650D2,HT IEO & Shared Services,Dir Integration Svcs,"Yasmine, Mann",Dir Production Syst/Integ Svcs,08e6ad16-fe9f-41ad-96c6-a2d79133ec5a,2013-06-14,True,,Available
1f2efce2-d1d6-46e2-9694-8ee608752c9b,Zboncak,Jaque,Capital Division Inc,25061,CJW Medical Center,Richmond,VA,23220,91721,Quality Management,Dir Med Staff Svcs CJW,"Barry, Schuppe",AVP Medical Staff Services,17aacd05-acb8-4f70-aba1-6695f3a4a8cd,2004-03-22,True,,Available
a2dc1729-daef-4bef-b80b-cb5e7cee7600,Gottlieb,Kandee,CJW Medical Center,34632,CJW Medical Center,Richmond,VA,23235,94407,Case Management CMC,Mgr Case Mgmt,,Dir Case Mgmt,,2016-03-07,True,2006-09-05,Available
